"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"melanocyte proliferation [GO:0097325]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"melanocyte adhesion [GO:0097326]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to antineoplastic agent [GO:0097327]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to carboplatin [GO:0097328]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to antimetabolite [GO:0097329]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to 5-fluoro-2'-deoxyuridine [GO:0097330]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to cytarabine [GO:0097331]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to antipsychotic drug [GO:0097332]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to olanzapine [GO:0097333]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to perphenazine [GO:0097334]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to quetiapine [GO:0097335]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to risperidone [GO:0097336]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to ziprasidone [GO:0097337]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to clozapine [GO:0097338]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"glycolate transmembrane transport [GO:0097339]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"inhibition of cysteine-type endopeptidase activity [GO:0097340]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"zymogen inhibition [GO:0097341]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ripoptosome assembly [GO:0097343]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial outer membrane permeabilization [GO:0097345]",1,1,1,1,1,1,1,1,1,1,1,1,0.020292102882254,1,1,1,1,1,1,1
"neutrophil clearance [GO:0097350]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"autophagic vacuole maturation [GO:0097352]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"centrolateral pattern formation [GO:0097353]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"prenylation [GO:0097354]",0.0823219720931485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein localization to heterochromatin [GO:0097355]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"myo-inositol import into cell [GO:0097357]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"UDP-glucosylation [GO:0097359]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chorionic trophoblast cell proliferation [GO:0097360]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to bronchodilator [GO:0097366]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"establishment of Sertoli cell barrier [GO:0097368]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sodium ion import [GO:0097369]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein O-GlcNAcylation via threonine [GO:0097370]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sensory neuron axon guidance [GO:0097374]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spinal sensory neuron axon guidance [GO:0097375]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interneuron axon guidance [GO:0097376]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spinal cord interneuron axon guidance [GO:0097377]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dorsal spinal cord interneuron axon guidance [GO:0097378]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dorsal spinal cord interneuron posterior axon guidance [GO:0097379]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dorsal spinal cord interneuron anterior axon guidance [GO:0097380]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular lipid biosynthetic process [GO:0097384]",1,1,1,0.451890216917685,0.176195799515346,1,0.0700405173416313,1,1,1,1,1,1,1,1,1,1,1,1,1
"necrotic cell death in response to starvation [GO:0097385]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chemokine (C-C motif) ligand 19 production [GO:0097388]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chemokine (C-C motif) ligand 21 production [GO:0097389]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chemokine (C-X-C motif) ligand 12 production [GO:0097390]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chemokine (C-X-C motif) ligand 13 production [GO:0097391]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"chemokine (C-X-C motif) ligand 16 production [GO:0097392]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"telomeric RNA transcription [GO:0097393]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"telomeric RNA transcription from RNA pol II promoter [GO:0097394]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to interleukin-32 [GO:0097395]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to interleukin-17 [GO:0097396]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to interleukin-32 [GO:0097397]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to interleukin-17 [GO:0097398]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interleukin-32-mediated signaling pathway [GO:0097399]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"interleukin-17-mediated signaling pathway [GO:0097400]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"synaptic vesicle lumen acidification [GO:0097401]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"neuroblast migration [GO:0097402]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to raffinose [GO:0097403]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"succinate import into cell [GO:0097404]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"malate import into cell [GO:0097405]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"malonic acid import into cell [GO:0097406]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hippocampal interneuron differentiation [GO:0097410]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hypoxia-inducible factor-1alpha signaling pathway [GO:0097411]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"liver regeneration [GO:0097421]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein maturation by iron-sulfur cluster transfer [GO:0097428]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"copper ion import into ascospore-type prospore [GO:0097430]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"hippocampal pyramidal neuron differentiation [GO:0097432]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"fibril organization [GO:0097435]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"entry into dormancy [GO:0097436]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maintenance of dormancy [GO:0097437]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"exit from dormancy [GO:0097438]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"acquisition of desiccation tolerance [GO:0097439]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein localization to eisosome filament [GO:0097446]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"iron ion import into cell [GO:0097459]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ferrous iron import into cell [GO:0097460]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ferric iron import into cell [GO:0097461]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"reversible bacteriophage attachment, binding of host cell surface receptor [GO:0098001]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"irreversible bacteriophage attachment, binding of host cell surface receptor [GO:0098002]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"virus tail assembly [GO:0098003]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"virus tail fiber assembly [GO:0098004]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"virus head-tail joining [GO:0098005]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"viral DNA genome packaging, headful [GO:0098006]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"viral DNA genome packaging via site-specific sequence recognition [GO:0098035]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"viral DNA genome packaging, 3' extended cos packaging [GO:0098036]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"viral DNA genome packaging, 5' extended cos packaging [GO:0098037]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"non-replicative transposition, DNA-mediated [GO:0098038]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"replicative transposition, DNA-mediated [GO:0098039]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"virus baseplate assembly [GO:0098045]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of anthocyanin catabolic process [GO:1900000]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of anthocyanin catabolic process [GO:1900001]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of anthocyanin catabolic process [GO:1900002]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of serine-type endopeptidase activity [GO:1900003]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of serine-type endopeptidase activity [GO:1900004]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of serine-type endopeptidase activity [GO:1900005]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of dendrite development [GO:1900006]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of extrachromosomal rDNA circle accumulation involved in replicative cell aging [GO:1900007]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of extrachromosomal rDNA circle accumulation involved in replicative cell aging [GO:1900008]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of extrachromosomal rDNA circle accumulation involved in replicative cell aging [GO:1900009]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of corticotropin-releasing hormone receptor activity [GO:1900010]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of corticotropin-releasing hormone receptor activity [GO:1900011]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of corticotropin-releasing hormone receptor activity [GO:1900012]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to potassium ion involved in chemotaxis to cAMP [GO:1900013]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to calcium ion involved in chemotaxis to cAMP [GO:1900014]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cytokine production involved in inflammatory response [GO:1900015]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cytokine production involved in inflammatory response [GO:1900016]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cytokine production involved in inflammatory response [GO:1900017]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex [GO:1900018]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of protein kinase C activity [GO:1900019]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of protein kinase C activity [GO:1900020]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of D-erythro-sphingosine kinase activity [GO:1900022]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of D-erythro-sphingosine kinase activity [GO:1900023]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of substrate adhesion-dependent cell spreading [GO:1900024]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of substrate adhesion-dependent cell spreading [GO:1900025]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ruffle assembly [GO:1900027]",1,1,1,1,0.0625565464650378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ruffle assembly [GO:1900028]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ruffle assembly [GO:1900029]",1,1,1,1,0.0625565464650378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pectin biosynthetic process [GO:1900030]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter involved in calcium-mediated signaling [GO:1900031]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of trichome patterning [GO:1900032]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of trichome patterning [GO:1900033]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular response to heat [GO:1900034]",1,1,1,1,1,0.0293395372883547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular response to heat [GO:1900035]",1,1,1,1,1,0.0293395372883547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular response to heat [GO:1900036]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular response to hypoxia [GO:1900037]",1,1,1,0.451890216917685,1,0.0854721630871257,1,1,1,1,1,1,1,1,0.0807140901505901,1,1,1,1,1
"negative regulation of cellular response to hypoxia [GO:1900038]",1,1,1,1,1,0.0293395372883547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular response to hypoxia [GO:1900039]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of interleukin-2 secretion [GO:1900040]",1,1,1,1,1,0.0293395372883547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of interleukin-2 secretion [GO:1900041]",1,1,1,1,1,0.0293395372883547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of interleukin-2 secretion [GO:1900042]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"leptin-mediated signaling pathway involved in negative regulation of appetite [GO:1900043]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of protein K63-linked ubiquitination [GO:1900044]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of protein K63-linked ubiquitination [GO:1900045]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hemostasis [GO:1900046]",0.617818715052419,1,1,0.18214873303675,0.666914139032892,0.397560136185643,0.337581797740764,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of hemostasis [GO:1900047]",0.502686564359908,1,1,0.480829547821948,0.595526703638963,0.341147523912354,0.287596402150356,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hemostasis [GO:1900048]",0.367885008074404,1,1,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone exchange [GO:1900049]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histone exchange [GO:1900050]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone exchange [GO:1900051]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of retinoic acid biosynthetic process [GO:1900052]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of retinoic acid biosynthetic process [GO:1900053]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of retinoic acid biosynthetic process [GO:1900054]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of leaf senescence [GO:1900055]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of leaf senescence [GO:1900056]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of leaf senescence [GO:1900057]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of sulfate assimilation [GO:1900058]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of sulfate assimilation [GO:1900059]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ceramide biosynthetic process [GO:1900060]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter involved in calcium-mediated signaling [GO:1900061]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of replicative cell aging [GO:1900062]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of peroxisome organization [GO:1900063]",1,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,0.00645242865939555,1,1,1,1
"positive regulation of peroxisome organization [GO:1900064]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ethanol catabolic process [GO:1900065]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ethanol catabolic process [GO:1900066]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular response to alkalinity [GO:1900067]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular response to alkalinity [GO:1900068]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular hyperosmotic salinity response [GO:1900069]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular hyperosmotic salinity response [GO:1900070]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of sulfite transport [GO:1900071]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of sulfite transport [GO:1900072]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of neuromuscular synaptic transmission [GO:1900073]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of neuromuscular synaptic transmission [GO:1900074]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of neuromuscular synaptic transmission [GO:1900075]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular response to insulin stimulus [GO:1900076]",0.827909592231031,1,1,0.372150593422185,1,1,1,1,1,1,1,1,1,1,0.178333266696869,1,1,0.0286059813043856,1,1
"negative regulation of cellular response to insulin stimulus [GO:1900077]",0.978463728353723,1,1,0.225485914193992,1,1,1,1,1,1,1,1,1,1,0.130886789743418,1,1,0.0205147534795588,1,1
"positive regulation of cellular response to insulin stimulus [GO:1900078]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of arginine biosynthetic process [GO:1900079]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of arginine biosynthetic process [GO:1900080]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of arginine catabolic process [GO:1900081]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of arginine catabolic process [GO:1900082]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Sertoli cell proliferation [GO:1900083]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of peptidyl-tyrosine autophosphorylation [GO:1900084]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of peptidyl-tyrosine autophosphorylation [GO:1900085]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of peptidyl-tyrosine autophosphorylation [GO:1900086]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of inositol biosynthetic process [GO:1900088]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of inositol biosynthetic process [GO:1900089]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of inositol biosynthetic process [GO:1900090]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of raffinose biosynthetic process [GO:1900091]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of raffinose biosynthetic process [GO:1900092]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of raffinose biosynthetic process [GO:1900093]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter involved in determination of left/right symmetry [GO:1900094]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of dosage compensation by inactivation of X chromosome [GO:1900095]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of dosage compensation by inactivation of X chromosome [GO:1900096]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of dosage compensation by inactivation of X chromosome [GO:1900097]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of plasma cell differentiation [GO:1900098]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of plasma cell differentiation [GO:1900099]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of plasma cell differentiation [GO:1900100]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endoplasmic reticulum unfolded protein response [GO:1900101]",0.784492357931956,1,1,1,1,1,1,1,1,1,0.0320532998007536,1,1,1,1,1,1,1,1,1
"negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]",1,1,1,1,1,1,1,1,1,1,0.0161561328680373,1,1,1,1,1,1,1,1,1
"positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hyaluranon cable assembly [GO:1900104]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of hyaluranon cable assembly [GO:1900105]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hyaluranon cable assembly [GO:1900106]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nodal signaling pathway [GO:1900107]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nodal signaling pathway [GO:1900108]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone H3-K9 dimethylation [GO:1900109]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histone H3-K9 dimethylation [GO:1900110]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone H3-K9 dimethylation [GO:1900111]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone H3-K9 trimethylation [GO:1900112]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histone H3-K9 trimethylation [GO:1900113]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone H3-K9 trimethylation [GO:1900114]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"extracellular regulation of signal transduction [GO:1900115]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"extracellular negative regulation of signal transduction [GO:1900116]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of execution phase of apoptosis [GO:1900117]",0.827515425284891,1,1,0.625661691930411,0.068436902370252,1,0.160942031202499,1,1,0.0177478009690084,1,1,0.329888802076183,1,0.479880762303004,1,0.291014127985522,1,1,1
"negative regulation of execution phase of apoptosis [GO:1900118]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of execution phase of apoptosis [GO:1900119]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of receptor binding [GO:1900120]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
