"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"negative regulation of response to propan-1-ol [GO:1901446]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of response to propan-1-ol [GO:1901447]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of response to butan-1-ol [GO:1901448]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of response to butan-1-ol [GO:1901449]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of response to butan-1-ol [GO:1901450]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of response to benzene [GO:1901451]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of response to benzene [GO:1901452]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of response to benzene [GO:1901453]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of response to toluene [GO:1901454]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of response to toluene [GO:1901455]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of response to toluene [GO:1901456]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of response to acetate [GO:1901457]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of response to acetate [GO:1901458]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of response to acetate [GO:1901459]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of response to formic acid [GO:1901460]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of response to formic acid [GO:1901461]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of response to formic acid [GO:1901462]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of tetrapyrrole biosynthetic process [GO:1901463]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of tetrapyrrole biosynthetic process [GO:1901464]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of tetrapyrrole biosynthetic process [GO:1901465]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ferulate catabolic process [GO:1901466]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ferulate catabolic process [GO:1901467]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ferulate catabolic process [GO:1901468]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of syringal lignin catabolic process [GO:1901469]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of syringal lignin catabolic process [GO:1901470]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of syringal lignin catabolic process [GO:1901471]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Golgi calcium ion export [GO:1901472]",1,1,1,1,1,1,1,1,1,1,1,1
"pyruvate transmembrane transport [GO:1901475]",1,1,1,1,1,1,1,1,1,1,1,1
"benomyl transmembrane transport [GO:1901477]",1,1,1,1,1,1,1,1,1,1,1,1
"L-glutamate import involved in cellular response to nitrogen starvation [GO:1901481]",1,1,1,1,1,1,1,1,1,1,1,1
"L-lysine import involved in cellular response to nitrogen starvation [GO:1901482]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription factor catabolic process [GO:1901483]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription factor catabolic process [GO:1901484]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription factor catabolic process [GO:1901485]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process [GO:1901486]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process in response to increased oxygen levels [GO:1901487]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of SREBP signaling pathway by negative regulation of transcription factor catabolic process [GO:1901488]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of SREBP signaling pathway by negative regulation of transcription factor catabolic process in response to decreased oxygen levels [GO:1901489]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of lymphangiogenesis [GO:1901490]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of lymphangiogenesis [GO:1901491]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of lymphangiogenesis [GO:1901492]",1,1,1,1,1,1,1,1,1,1,1,1
"response to decalin [GO:1901493]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cysteine metabolic process [GO:1901494]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cysteine metabolic process [GO:1901495]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cysteine metabolic process [GO:1901496]",1,1,1,1,1,1,1,1,1,1,1,1
"response to diphenyl ether [GO:1901497]",1,1,1,1,1,1,1,1,1,1,1,1
"response to tetralin [GO:1901498]",1,1,1,1,1,1,1,1,1,1,1,1
"response to hexane [GO:1901499]",1,1,1,1,1,1,1,1,1,1,1,1
"response to p-xylene [GO:1901500]",1,1,1,1,1,1,1,1,1,1,1,1
"response to xylene [GO:1901501]",1,1,1,1,1,1,1,1,1,1,1,1
"ether catabolic process [GO:1901502]",1,1,1,1,1,1,1,1,1,1,1,1
"ether biosynthetic process [GO:1901503]",1,1,1,1,1,1,1,1,1,1,1,1
"triazole transport [GO:1901504]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of acylglycerol transport [GO:1901506]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of acylglycerol transport [GO:1901507]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of acylglycerol transport [GO:1901508]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endothelial tube morphogenesis [GO:1901509]",1,1,1,1,1,1,1,1,1,1,1,1
"(-)-microperfuranone metabolic process [GO:1901510]",1,1,1,1,1,1,1,1,1,1,1,1
"(-)-microperfuranone catabolic process [GO:1901511]",1,1,1,1,1,1,1,1,1,1,1,1
"(-)-microperfuranone biosynthetic process [GO:1901512]",1,1,1,1,1,1,1,1,1,1,1,1
"aspyridone A metabolic process [GO:1901516]",1,1,1,1,1,1,1,1,1,1,1,1
"aspyridone A catabolic process [GO:1901517]",1,1,1,1,1,1,1,1,1,1,1,1
"aspyridone A biosynthetic process [GO:1901518]",1,1,1,1,1,1,1,1,1,1,1,1
"aspyridone B metabolic process [GO:1901519]",1,1,1,1,1,1,1,1,1,1,1,1
"aspyridone B catabolic process [GO:1901520]",1,1,1,1,1,1,1,1,1,1,1,1
"aspyridone B biosynthetic process [GO:1901521]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus [GO:1901522]",1,1,1,1,1,1,1,1,1,1,1,1
"icosanoid catabolic process [GO:1901523]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of macromitophagy [GO:1901524]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of macromitophagy [GO:1901525]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of macromitophagy [GO:1901526]",1,1,1,1,1,1,1,1,1,1,1,1
"abscisic acid mediated signaling pathway involved in stomatal movement [GO:1901527]",1,1,1,1,1,1,1,1,1,1,1,1
"hydrogen peroxide mediated signaling pathway involved in stomatal movement [GO:1901528]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of anion channel activity [GO:1901529]",1,1,1,1,1,1,1,1,1,1,1,1
"response to hypochlorite [GO:1901530]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hematopoietic progenitor cell differentiation [GO:1901532]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of hematopoietic progenitor cell differentiation [GO:1901533]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hematopoietic progenitor cell differentiation [GO:1901534]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of DNA demethylation [GO:1901535]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of DNA demethylation [GO:1901536]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of DNA demethylation [GO:1901537]",1,1,1,1,1,1,1,1,1,1,1,1
"changes to DNA methylation involved in embryo development [GO:1901538]",1,1,1,1,1,1,1,1,1,1,1,1
"ent-pimara-8(14),15-diene metabolic process [GO:1901539]",1,1,1,1,1,1,1,1,1,1,1,1
"ent-pimara-8(14),15-diene catabolic process [GO:1901540]",1,1,1,1,1,1,1,1,1,1,1,1
"ent-pimara-8(14),15-diene biosynthetic process [GO:1901541]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ent-pimara-8(14),15-diene biosynthetic process [GO:1901542]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ent-pimara-8(14),15-diene biosynthetic process [GO:1901543]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ent-pimara-8(14),15-diene biosynthetic process [GO:1901544]",1,1,1,1,1,1,1,1,1,1,1,1
"response to raffinose [GO:1901545]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of synaptic vesicle lumen acidification [GO:1901546]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of synaptic vesicle lumen acidification [GO:1901547]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of synaptic vesicle lumen acidification [GO:1901548]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endothelial cell development [GO:1901550]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of endothelial cell development [GO:1901551]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of endothelial cell development [GO:1901552]",1,1,1,1,1,1,1,1,1,1,1,1
"malonic acid transmembrane transport [GO:1901553]",1,1,1,1,1,1,1,1,1,1,1,1
"response to paracetamol [GO:1901554]",1,1,1,1,1,1,1,1,1,1,1,1
"response to paclitaxel [GO:1901555]",1,1,1,1,1,1,1,1,1,1,1,1
"response to candesartan [GO:1901556]",1,1,1,1,1,1,1,1,1,1,1,1
"response to fenofibrate [GO:1901557]",1,1,1,1,1,1,1,1,1,1,1,1
"response to metformin [GO:1901558]",1,1,1,1,1,1,1,1,1,1,1,1
"response to ribavirin [GO:1901559]",1,1,1,1,1,1,1,1,1,1,1,1
"response to purvalanol A [GO:1901560]",1,1,1,1,1,1,1,1,1,1,1,1
"response to benomyl [GO:1901561]",1,1,1,1,1,1,1,1,1,1,1,1
"response to paraquat [GO:1901562]",1,1,1,1,1,1,1,1,1,1,1,1
"response to camptothecin [GO:1901563]",1,1,1,1,1,1,1,1,1,1,1,1
"organonitrogen compound metabolic process [GO:1901564]",0.0932910913233159,1,0.386993715005373,0.987867030303322,1,1,0.755383263637434,0.172296132523944,0.203206235458734,0.536347942199978,1,1
"organonitrogen compound catabolic process [GO:1901565]",0.65131053079045,1,0.0735035838658486,0.887229928715395,1,1,1,1,0.10640687111451,1,1,1
"organonitrogen compound biosynthetic process [GO:1901566]",0.407432757877658,1,1,1,1,1,1,1,1,0.0805299938313856,1,1
"fatty acid derivative metabolic process [GO:1901568]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"fatty acid derivative catabolic process [GO:1901569]",1,1,1,1,1,1,1,1,1,1,1,1
"fatty acid derivative biosynthetic process [GO:1901570]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"fatty acid derivative transport [GO:1901571]",1,1,1,1,1,1,1,1,1,1,1,1
"chemical substance metabolic process [GO:1901572]",1,1,1,1,1,1,1,1,1,1,1,1
"chemical substance catabolic process [GO:1901573]",1,1,1,1,1,1,1,1,1,1,1,1
"chemical substance biosynthetic process [GO:1901574]",1,1,1,1,1,1,1,1,1,1,1,1
"organic substance catabolic process [GO:1901575]",0.394142997258611,0.429497492449141,0.0205755269156115,0.995565393762349,1,1,0.49547255725984,1,0.243330624237994,1,1,1
"organic substance biosynthetic process [GO:1901576]",0.00117231539913509,0.584721114116905,0.489011635180245,0.997736188617093,1,1,1,0.3046994514693,1,0.414267165586754,0.125088672379176,1
"regulation of alkane biosynthetic process [GO:1901577]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of alkane biosynthetic process [GO:1901578]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of alkane biosynthetic process [GO:1901579]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of telomeric RNA transcription from RNA pol II promoter [GO:1901580]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of telomeric RNA transcription from RNA pol II promoter [GO:1901581]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of telomeric RNA transcription from RNA pol II promoter [GO:1901582]",1,1,1,1,1,1,1,1,1,1,1,1
"tetrapeptide transmembrane transport [GO:1901583]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of acid-sensing ion channel activity [GO:1901585]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of acid-sensing ion channel activity [GO:1901586]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of acid-sensing ion channel activity [GO:1901587]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of double-strand break repair via break-induced replication [GO:1901591]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of double-strand break repair via break-induced replication [GO:1901592]",1,1,1,1,1,1,1,1,1,1,1,1
"response to GW 7647 [GO:1901593]",1,1,1,1,1,1,1,1,1,1,1,1
"response to capsazepine [GO:1901594]",1,1,1,1,1,1,1,1,1,1,1,1
"response to hesperadin [GO:1901595]",1,1,1,1,1,1,1,1,1,1,1,1
"response to reversine [GO:1901596]",1,1,1,1,1,1,1,1,1,1,1,1
"response to carbendazim [GO:1901597]",1,1,1,1,1,1,1,1,1,1,1,1
"(-)-pinoresinol metabolic process [GO:1901598]",1,1,1,1,1,1,1,1,1,1,1,1
"(-)-pinoresinol biosynthetic process [GO:1901599]",1,1,1,1,1,1,1,1,1,1,1,1
"strigolactone metabolic process [GO:1901600]",1,1,1,1,1,1,1,1,1,1,1,1
"strigolactone biosynthetic process [GO:1901601]",1,1,1,1,1,1,1,1,1,1,1,1
"alpha-amino acid metabolic process [GO:1901605]",1,1,1,1,1,1,1,1,0.0123203285420944,1,1,1
"alpha-amino acid catabolic process [GO:1901606]",1,1,1,1,1,1,1,1,0.0123203285420944,1,1,1
"alpha-amino acid biosynthetic process [GO:1901607]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of vesicle transport along microtubule [GO:1901608]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of vesicle transport along microtubule [GO:1901609]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of vesicle transport along microtubule [GO:1901610]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of terminal button organization [GO:1901613]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of terminal button organization [GO:1901614]",1,1,1,1,1,1,1,1,1,1,1,1
"organic hydroxy compound metabolic process [GO:1901615]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"organic hydroxy compound catabolic process [GO:1901616]",1,1,1,1,1,1,1,1,1,1,1,1
"organic hydroxy compound biosynthetic process [GO:1901617]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"tRNA methylation in response to nitrogen starvation [GO:1901619]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901620]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901621]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901622]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of lymphocyte chemotaxis [GO:1901623]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of lymphocyte chemotaxis [GO:1901624]",1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to ergosterol [GO:1901625]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of postsynaptic membrane organization [GO:1901626]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of postsynaptic membrane organization [GO:1901627]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of postsynaptic membrane organization [GO:1901628]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of presynaptic membrane organization [GO:1901629]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of presynaptic membrane organization [GO:1901630]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of presynaptic membrane organization [GO:1901631]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of synaptic vesicle membrane organization [GO:1901632]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of synaptic vesicle membrane organization [GO:1901633]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of synaptic vesicle membrane organization [GO:1901634]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maintenance of presynaptic active zone structure [GO:1901635]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maintenance of presynaptic active zone structure [GO:1901636]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maintenance of presynaptic active zone structure [GO:1901637]",1,1,1,1,1,1,1,1,1,1,1,1
"copper ion import into ascospore-type prospore [GO:1901638]",1,1,1,1,1,1,1,1,1,1,1,1
"XDP catabolic process [GO:1901639]",1,1,1,1,1,1,1,1,1,1,1,1
"nucleoside transmembrane transport [GO:1901642]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of tRNA methylation in response to nitrogen starvation [GO:1901643]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of tRNA methylation in response to nitrogen starvation [GO:1901644]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of synoviocyte proliferation [GO:1901645]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of synoviocyte proliferation [GO:1901646]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of synoviocyte proliferation [GO:1901647]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of actomyosin contractile ring localization [GO:1901648]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of actomyosin contractile ring localization [GO:1901649]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of actomyosin contractile ring localization [GO:1901650]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mitotic chromosome decondensation [GO:1901651]",1,1,1,1,1,1,1,1,1,1,1,1
"response to peptide [GO:1901652]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"cellular response to peptide [GO:1901653]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"response to ketone [GO:1901654]",1,1,1,1,1,1,1,1,1,1,1,1
"cellular response to ketone [GO:1901655]",1,1,1,1,1,1,1,1,1,1,1,1
"glycoside transport [GO:1901656]",1,1,1,1,1,1,1,1,1,1,1,1
"glycosyl compound metabolic process [GO:1901657]",0.793469700140978,1,0.0540875392995269,0.765385300263881,1,1,1,1,1,1,1,1
"glycosyl compound catabolic process [GO:1901658]",0.793469700140978,1,0.0540875392995269,0.765385300263881,1,1,1,1,1,1,1,1
"glycosyl compound biosynthetic process [GO:1901659]",1,1,1,1,1,1,1,1,1,1,1,1
"calcium ion export [GO:1901660]",1,1,1,1,1,1,1,1,1,1,1,1
"quinone metabolic process [GO:1901661]",1,1,1,1,1,1,1,1,1,1,1,1
"quinone catabolic process [GO:1901662]",1,1,1,1,1,1,1,1,1,1,1,1
"quinone biosynthetic process [GO:1901663]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of NAD+ ADP-ribosyltransferase activity [GO:1901664]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of NAD+ ADP-ribosyltransferase activity [GO:1901665]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of NAD+ ADP-ribosyltransferase activity [GO:1901666]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of satellite cell activation involved in skeletal muscle regeneration [GO:1901667]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of superoxide dismutase activity [GO:1901668]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of superoxide dismutase activity [GO:1901670]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of superoxide dismutase activity [GO:1901671]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of systemic acquired resistance [GO:1901672]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of spindle assembly involved in mitosis [GO:1901673]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone H3-K27 acetylation [GO:1901674]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histone H3-K27 acetylation [GO:1901675]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone H3-K27 acetylation [GO:1901676]",1,1,1,1,1,1,1,1,1,1,1,1
"iron coordination entity transport [GO:1901678]",1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide transmembrane transport [GO:1901679]",1,1,1,1,1,1,1,1,1,1,1,1
"arsenate ion transmembrane transport [GO:1901684]",1,1,1,1,1,1,1,1,1,1,1,1
"glutathione derivative metabolic process [GO:1901685]",1,1,1,1,1,1,1,1,1,1,1,1
"glutathione derivative catabolic process [GO:1901686]",1,1,1,1,1,1,1,1,1,1,1,1
"glutathione derivative biosynthetic process [GO:1901687]",1,1,1,1,1,1,1,1,1,1,1,1
"pantothenate import [GO:1901688]",1,1,1,1,1,1,1,1,1,1,1,1
"biotin import [GO:1901689]",1,1,1,1,1,1,1,1,1,1,1,1
"dethiobiotin import [GO:1901690]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of compound eye retinal cell apoptotic process [GO:1901692]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of compound eye retinal cell apoptotic process [GO:1901693]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of compound eye retinal cell apoptotic process [GO:1901694]",1,1,1,1,1,1,1,1,1,1,1,1
"tyramine biosynthetic process [GO:1901695]",1,1,1,1,1,1,1,1,1,1,1,1
"cannabinoid biosynthetic process [GO:1901696]",1,1,1,1,1,1,1,1,1,1,1,1
"olivetolic acid biosynthetic process [GO:1901697]",1,1,1,1,1,1,1,1,1,1,1,1
"response to nitrogen compound [GO:1901698]",0.544273028223436,1,0.626497409155806,0.514398361471048,1,1,1,1,1,1,1,1
"cellular response to nitrogen compound [GO:1901699]",0.544273028223436,1,0.626497409155806,0.514398361471048,1,1,1,1,1,1,1,1
"response to oxygen-containing compound [GO:1901700]",0.544273028223436,1,0.626497409155806,0.514398361471048,1,1,1,1,1,1,1,1
"cellular response to oxygen-containing compound [GO:1901701]",1,1,0.480949121606206,0.381845683237424,1,1,1,1,1,1,1,1
"protein localization involved in auxin polar transport [GO:1901703]",1,1,1,1,1,1,1,1,1,1,1,1
"L-glutamine biosynthetic process [GO:1901704]",1,1,1,1,1,1,1,1,1,1,1,1
"L-isoleucine biosynthetic process [GO:1901705]",1,1,1,1,1,1,1,1,1,1,1,1
"mesenchymal cell differentiation involved in bone development [GO:1901706]",1,1,1,1,1,1,1,1,1,1,1,1
"(+)-3'-hydroxylarreatricin biosynthetic process [GO:1901708]",1,1,1,1,1,1,1,1,1,1,1,1
"(+)-larreatricin metabolic process [GO:1901709]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of homoserine biosynthetic process [GO:1901710]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of homoserine biosynthetic process [GO:1901711]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of homoserine biosynthetic process [GO:1901712]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of urea catabolic process [GO:1901713]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of urea catabolic process [GO:1901714]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of gamma-aminobutyric acid catabolic process [GO:1901715]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of gamma-aminobutyric acid catabolic process [GO:1901716]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of gamma-aminobutyric acid catabolic process [GO:1901717]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of dipeptide transmembrane transport by regulation of transcription from RNA polymerase II promoter [GO:1901718]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of NMS complex interaction involved in chromosome segregation [GO:1901719]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of NMS complex interaction involved in chromosome segregation [GO:1901720]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of NMS complex interaction involved in chromosome segregation [GO:1901721]",1,1,1,1,1,1,1,1,1,1,1,1
"amyloid fibril formation [GO:1990000]",1,1,1,1,1,1,1,1,1,1,1,1
"inhibition of cysteine-type endopeptidase activity involved in apoptotic process [GO:1990001]",1,1,1,1,1,1,1,1,1,1,1,1
"retinal cell apoptotic process [GO:1990009]",1,1,1,1,1,1,1,1,1,1,1,1
"compound eye retinal cell apoptotic process [GO:1990010]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of DNA damage checkpoint [GO:2000001]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of DNA damage checkpoint [GO:2000002]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of DNA damage checkpoint [GO:2000003]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of metanephric S-shaped body morphogenesis [GO:2000004]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of metanephric S-shaped body morphogenesis [GO:2000005]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of metanephric comma-shaped body morphogenesis [GO:2000006]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of metanephric comma-shaped body morphogenesis [GO:2000007]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of protein localization to cell surface [GO:2000008]",1,1,1,0.213552361396304,1,1,1,1,1,1,1,1
"negative regulation of protein localization to cell surface [GO:2000009]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of protein localization to cell surface [GO:2000010]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of adaxial/abaxial pattern formation [GO:2000011]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of auxin polar transport [GO:2000012]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of arginine biosynthetic process via ornithine [GO:2000013]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endosperm development [GO:2000014]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of determination of dorsal identity [GO:2000015]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of determination of dorsal identity [GO:2000016]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of determination of dorsal identity [GO:2000017]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of male gonad development [GO:2000018]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of male gonad development [GO:2000019]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of male gonad development [GO:2000020]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ion homeostasis [GO:2000021]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"regulation of jasmonic acid mediated signaling pathway [GO:2000022]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of lateral root development [GO:2000023]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of leaf development [GO:2000024]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of leaf formation [GO:2000025]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of multicellular organismal development [GO:2000026]",0.906931610763706,1,0.0735035838658486,0.887229928715395,1,1,1,1,1,0.316560913282824,0.155735054872817,1
"regulation of organ morphogenesis [GO:2000027]",1,1,1,0.213552361396304,1,1,1,1,1,1,1,1
"regulation of photoperiodism, flowering [GO:2000028]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of proanthocyanidin biosynthetic process [GO:2000029]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of response to red or far red light [GO:2000030]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of salicylic acid mediated signaling pathway [GO:2000031]",1,1,1,1,1,1,1,1,1,1,1,1
