"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"sarcosine metabolic process [GO:1901052]",1,1,1,1,1,1,1,1,1,1
"sarcosine catabolic process [GO:1901053]",1,1,1,1,1,1,1,1,1,1
"sarcosine biosynthetic process [GO:1901054]",1,1,1,1,1,1,1,1,1,1
"trimethylenediamine metabolic process [GO:1901055]",1,1,1,1,1,1,1,1,1,1
"trimethylenediamine catabolic process [GO:1901056]",1,1,1,1,1,1,1,1,1,1
"trimethylenediamine biosynthetic process [GO:1901057]",1,1,1,1,1,1,1,1,1,1
"p-hydroxyphenyl lignin metabolic process [GO:1901058]",1,1,1,1,1,1,1,1,1,1
"p-hydroxyphenyl lignin catabolic process [GO:1901059]",1,1,1,1,1,1,1,1,1,1
"p-hydroxyphenyl lignin biosynthetic process [GO:1901060]",1,1,1,1,1,1,1,1,1,1
"guaiacyl lignin metabolic process [GO:1901061]",1,1,1,1,1,1,1,1,1,1
"guaiacyl lignin catabolic process [GO:1901062]",1,1,1,1,1,1,1,1,1,1
"guaiacyl lignin biosynthetic process [GO:1901063]",1,1,1,1,1,1,1,1,1,1
"syringal lignin metabolic process [GO:1901064]",1,1,1,1,1,1,1,1,1,1
"syringal lignin catabolic process [GO:1901065]",1,1,1,1,1,1,1,1,1,1
"syringal lignin biosynthetic process [GO:1901066]",1,1,1,1,1,1,1,1,1,1
"ferulate catabolic process [GO:1901067]",1,1,1,1,1,1,1,1,1,1
"guanosine-containing compound metabolic process [GO:1901068]",0.941121147365366,0.63864634900189,0.452954530618766,0.565567883938778,0.016419957284678,1,0.241712839836852,0.892147536371793,0.177654941344966,1
"guanosine-containing compound catabolic process [GO:1901069]",0.928026399695785,0.630902129414966,0.446563640953505,0.544244091165543,0.0302087666745012,1,0.23726076673151,0.889750814957833,0.174970056291057,1
"guanosine-containing compound biosynthetic process [GO:1901070]",1,1,1,1,1,1,1,1,1,1
"glucosamine-containing compound metabolic process [GO:1901071]",0.761443147362903,0.160029600935699,1,0.645351398218014,1,1,1,1,1,1
"glucosamine-containing compound catabolic process [GO:1901072]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"glucosamine-containing compound biosynthetic process [GO:1901073]",1,1,1,1,1,1,1,1,1,1
"regulation of engulfment of apoptotic cell [GO:1901074]",1,1,1,1,1,1,1,1,1,1
"negative regulation of engulfment of apoptotic cell [GO:1901075]",1,1,1,1,1,1,1,1,1,1
"positive regulation of engulfment of apoptotic cell [GO:1901076]",1,1,1,1,1,1,1,1,1,1
"regulation of relaxation of muscle [GO:1901077]",1,1,1,1,1,1,1,1,1,1
"negative regulation of relaxation of muscle [GO:1901078]",1,1,1,1,1,1,1,1,1,1
"positive regulation of relaxation of muscle [GO:1901079]",1,1,1,1,1,1,1,1,1,1
"regulation of relaxation of smooth muscle [GO:1901080]",1,1,1,1,1,1,1,1,1,1
"negative regulation of relaxation of smooth muscle [GO:1901081]",1,1,1,1,1,1,1,1,1,1
"positive regulation of relaxation of smooth muscle [GO:1901082]",1,1,1,1,1,1,1,1,1,1
"pyrrolizidine alkaloid metabolic process [GO:1901083]",1,1,1,1,1,1,1,1,1,1
"pyrrolizidine alkaloid catabolic process [GO:1901084]",1,1,1,1,1,1,1,1,1,1
"pyrrolizidine alkaloid biosynthetic process [GO:1901085]",1,1,1,1,1,1,1,1,1,1
"benzylpenicillin metabolic process [GO:1901086]",1,1,1,1,1,1,1,1,1,1
"benzylpenicillin catabolic process [GO:1901087]",1,1,1,1,1,1,1,1,1,1
"benzylpenicillin biosynthetic process [GO:1901088]",1,1,1,1,1,1,1,1,1,1
"acetate ester metabolic process involved in fermentation [GO:1901089]",1,1,1,1,1,1,1,1,1,1
"regulation of protein tetramerization [GO:1901090]",0.799464130979156,1,1,1,0.182619469506778,1,1,1,1,1
"negative regulation of protein tetramerization [GO:1901091]",0.799464130979156,1,1,1,0.182619469506778,1,1,1,1,1
"positive regulation of protein tetramerization [GO:1901092]",1,1,1,1,1,1,1,1,1,1
"regulation of protein homotetramerization [GO:1901093]",0.799464130979156,1,1,1,0.182619469506778,1,1,1,1,1
"negative regulation of protein homotetramerization [GO:1901094]",0.799464130979156,1,1,1,0.182619469506778,1,1,1,1,1
"positive regulation of protein homotetramerization [GO:1901095]",1,1,1,1,1,1,1,1,1,1
"regulation of autophagic vacuole maturation [GO:1901096]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of autophagic vacuole maturation [GO:1901097]",1,1,1,1,1,1,1,1,1,1
"positive regulation of autophagic vacuole maturation [GO:1901098]",1,1,1,1,1,1,1,1,1,1
"negative regulation of signal transduction in absence of ligand [GO:1901099]",1,1,1,1,1,1,1,1,1,1
"gramicidin S metabolic process [GO:1901101]",1,1,1,1,1,1,1,1,1,1
"gramicidin S catabolic process [GO:1901102]",1,1,1,1,1,1,1,1,1,1
"gramicidin S biosynthetic process [GO:1901103]",1,1,1,1,1,1,1,1,1,1
"tetracenomycin C metabolic process [GO:1901104]",1,1,1,1,1,1,1,1,1,1
"tetracenomycin C catabolic process [GO:1901105]",1,1,1,1,1,1,1,1,1,1
"tetracenomycin C biosynthetic process [GO:1901106]",1,1,1,1,1,1,1,1,1,1
"granaticin metabolic process [GO:1901107]",1,1,1,1,1,1,1,1,1,1
"granaticin catabolic process [GO:1901108]",1,1,1,1,1,1,1,1,1,1
"granaticin biosynthetic process [GO:1901109]",1,1,1,1,1,1,1,1,1,1
"actinorhodin metabolic process [GO:1901110]",1,1,1,1,1,1,1,1,1,1
"actinorhodin catabolic process [GO:1901111]",1,1,1,1,1,1,1,1,1,1
"actinorhodin biosynthetic process [GO:1901112]",1,1,1,1,1,1,1,1,1,1
"erythromycin metabolic process [GO:1901113]",1,1,1,1,1,1,1,1,1,1
"erythromycin catabolic process [GO:1901114]",1,1,1,1,1,1,1,1,1,1
"erythromycin biosynthetic process [GO:1901115]",1,1,1,1,1,1,1,1,1,1
"cephamycin C metabolic process [GO:1901116]",1,1,1,1,1,1,1,1,1,1
"cephamycin C catabolic process [GO:1901117]",1,1,1,1,1,1,1,1,1,1
"cephamycin C biosynthetic process [GO:1901118]",1,1,1,1,1,1,1,1,1,1
"tobramycin metabolic process [GO:1901119]",1,1,1,1,1,1,1,1,1,1
"tobramycin catabolic process [GO:1901120]",1,1,1,1,1,1,1,1,1,1
"tobramycin biosynthetic process [GO:1901121]",1,1,1,1,1,1,1,1,1,1
"bacitracin metabolic process [GO:1901122]",1,1,1,1,1,1,1,1,1,1
"bacitracin catabolic process [GO:1901123]",1,1,1,1,1,1,1,1,1,1
"bacitracin biosynthetic process [GO:1901124]",1,1,1,1,1,1,1,1,1,1
"candicidin metabolic process [GO:1901125]",1,1,1,1,1,1,1,1,1,1
"candicidin catabolic process [GO:1901126]",1,1,1,1,1,1,1,1,1,1
"candicidin biosynthetic process [GO:1901127]",1,1,1,1,1,1,1,1,1,1
"gentamycin metabolic process [GO:1901128]",1,1,1,1,1,1,1,1,1,1
"gentamycin catabolic process [GO:1901129]",1,1,1,1,1,1,1,1,1,1
"gentamycin biosynthetic process [GO:1901130]",1,1,1,1,1,1,1,1,1,1
"kanamycin metabolic process [GO:1901131]",1,1,1,1,1,1,1,1,1,1
"kanamycin catabolic process [GO:1901132]",1,1,1,1,1,1,1,1,1,1
"kanamycin biosynthetic process [GO:1901133]",1,1,1,1,1,1,1,1,1,1
"negative regulation of coflocculation via protein-carbohydrate interaction [GO:1901134]",1,1,1,1,1,1,1,1,1,1
"carbohydrate derivative metabolic process [GO:1901135]",0.680062946136052,0.940785369834966,0.717507162608775,0.431199404883072,0.0603852259571652,0.971580171193139,0.454679835158018,0.835793587532855,0.0651108718386751,0.555562230010955
"carbohydrate derivative catabolic process [GO:1901136]",0.984560926803086,0.744022498127079,0.601296461370974,0.156786022039769,0.0362154973977828,0.792279510542846,0.318737348748663,0.715546054441495,0.136247852148832,1
"carbohydrate derivative biosynthetic process [GO:1901137]",0.479997756459051,0.807830564093008,0.469250156022135,0.474608874447016,0.319140834115236,1,0.600301363298714,0.764046358318705,0.405713644104132,1
"regulation of barrier septum assembly involved in cell cycle cytokinesis [GO:1901138]",1,1,1,1,1,1,1,1,1,1
"negative regulation of barrier septum assembly involved in cell cycle cytokinesis [GO:1901139]",1,1,1,1,1,1,1,1,1,1
"p-coumaryl alcohol transport [GO:1901140]",1,1,1,1,1,1,1,1,1,1
"regulation of lignin biosynthetic process [GO:1901141]",1,1,1,1,1,1,1,1,1,1
"insulin metabolic process [GO:1901142]",1,1,1,0.228253845159623,1,1,1,1,1,1
"insulin catabolic process [GO:1901143]",1,1,1,0.228253845159623,1,1,1,1,1,1
"insulin biosynthetic process [GO:1901144]",1,1,1,1,1,1,1,1,1,1
"mesenchymal cell apoptotic process involved in nephron morphogenesis [GO:1901145]",1,1,1,1,1,1,1,1,1,1
"mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis [GO:1901146]",1,1,1,1,1,1,1,1,1,1
"mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis [GO:1901147]",1,1,1,1,1,1,1,1,1,1
"gene expression involved in extracellular matrix organization [GO:1901148]",0.552151996898022,1,1,1,1,1,1,1,1,1
"vistamycin metabolic process [GO:1901150]",1,1,1,1,1,1,1,1,1,1
"vistamycin catabolic process [GO:1901151]",1,1,1,1,1,1,1,1,1,1
"vistamycin biosynthetic process [GO:1901152]",1,1,1,1,1,1,1,1,1,1
"paromomycin metabolic process [GO:1901153]",1,1,1,1,1,1,1,1,1,1
"paromomycin catabolic process [GO:1901154]",1,1,1,1,1,1,1,1,1,1
"paromomycin biosynthetic process [GO:1901155]",1,1,1,1,1,1,1,1,1,1
"neomycin metabolic process [GO:1901156]",1,1,1,1,1,1,1,1,1,1
"neomycin catabolic process [GO:1901157]",1,1,1,1,1,1,1,1,1,1
"neomycin biosynthetic process [GO:1901158]",1,1,1,1,1,1,1,1,1,1
"xylulose 5-phosphate biosynthetic process [GO:1901159]",1,1,1,1,1,1,1,1,1,1
"primary amino compound metabolic process [GO:1901160]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"primary amino compound catabolic process [GO:1901161]",1,1,1,1,1,1,1,1,1,1
"primary amino compound biosynthetic process [GO:1901162]",1,1,1,0.228253845159623,1,1,1,1,1,1
"regulation of trophoblast cell migration [GO:1901163]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"negative regulation of trophoblast cell migration [GO:1901164]",1,1,1,0.228253845159623,1,1,1,1,1,1
"positive regulation of trophoblast cell migration [GO:1901165]",0.552151996898022,1,1,1,1,1,1,1,1,1
"neural crest cell migration involved in autonomic nervous system development [GO:1901166]",1,1,1,1,1,1,1,1,1,1
"3-chlorocatechol metabolic process [GO:1901167]",1,1,1,1,1,1,1,1,1,1
"3-chlorocatechol catabolic process [GO:1901168]",1,1,1,1,1,1,1,1,1,1
"3-chlorocatechol biosynthetic process [GO:1901169]",1,1,1,1,1,1,1,1,1,1
"naphthalene catabolic process [GO:1901170]",1,1,1,1,1,1,1,1,1,1
"naphthalene biosynthetic process [GO:1901171]",1,1,1,1,1,1,1,1,1,1
"phytoene metabolic process [GO:1901172]",1,1,1,1,1,1,1,1,1,1
"phytoene catabolic process [GO:1901173]",1,1,1,1,1,1,1,1,1,1
"phytoene biosynthetic process [GO:1901174]",1,1,1,1,1,1,1,1,1,1
"lycopene metabolic process [GO:1901175]",1,1,1,1,1,1,1,1,1,1
"lycopene catabolic process [GO:1901176]",1,1,1,1,1,1,1,1,1,1
"lycopene biosynthetic process [GO:1901177]",1,1,1,1,1,1,1,1,1,1
"spheroidene metabolic process [GO:1901178]",1,1,1,1,1,1,1,1,1,1
"spheroidene catabolic process [GO:1901179]",1,1,1,1,1,1,1,1,1,1
"spheroidene biosynthetic process [GO:1901180]",1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular response to caffeine [GO:1901181]",1,1,1,1,1,1,1,1,1,1
"regulation of camalexin biosynthetic process [GO:1901182]",1,1,1,1,1,1,1,1,1,1
"positive regulation of camalexin biosynthetic process [GO:1901183]",1,1,1,1,1,1,1,1,1,1
"regulation of ERBB signaling pathway [GO:1901184]",0.585214441818474,1,1,0.615270736773712,0.0868336938334936,1,1,1,1,1
"negative regulation of ERBB signaling pathway [GO:1901185]",0.659924434728638,1,1,0.458534726985061,0.168329597436145,1,1,1,1,1
"positive regulation of ERBB signaling pathway [GO:1901186]",0.577954310046501,1,1,1,0.261028823563141,1,1,1,1,1
"regulation of ephrin receptor signaling pathway [GO:1901187]",1,1,1,1,1,1,1,1,1,1
"negative regulation of ephrin receptor signaling pathway [GO:1901188]",1,1,1,1,1,1,1,1,1,1
"positive regulation of ephrin receptor signaling pathway [GO:1901189]",1,1,1,1,1,1,1,1,1,1
"regulation of formation of translation initiation ternary complex [GO:1901190]",1,1,1,1,1,1,1,1,1,1
"negative regulation of formation of translation initiation ternary complex [GO:1901191]",1,1,1,1,1,1,1,1,1,1
"positive regulation of formation of translation initiation ternary complex [GO:1901192]",1,1,1,1,1,1,1,1,1,1
"regulation of formation of translation preinitiation complex [GO:1901193]",1,1,1,1,1,1,1,0.0214553444487527,1,1
"negative regulation of formation of translation preinitiation complex [GO:1901194]",1,1,1,1,1,1,1,0.0214553444487527,1,1
"positive regulation of formation of translation preinitiation complex [GO:1901195]",1,1,1,1,1,1,1,1,1,1
"positive regulation of calcium-mediated signaling involved in cellular response to salt stress [GO:1901196]",1,1,1,1,1,1,1,1,1,1
"positive regulation of calcium-mediated signaling involved in cellular response to calcium ion [GO:1901197]",1,1,1,1,1,1,1,1,1,1
"positive regulation of calcium ion transport into cytosol involved in cellular response to calcium ion [GO:1901198]",1,1,1,1,1,1,1,1,1,1
"positive regulation of calcium ion transport into cytosol involved in cellular response to salt stress [GO:1901199]",1,1,1,1,1,1,1,1,1,1
"negative regulation of calcium ion transport into cytosol involved in cellular response to salt stress [GO:1901200]",1,1,1,1,1,1,1,1,1,1
"regulation of extracellular matrix assembly [GO:1901201]",1,1,1,1,1,1,1,1,1,1
"negative regulation of extracellular matrix assembly [GO:1901202]",1,1,1,1,1,1,1,1,1,1
"positive regulation of extracellular matrix assembly [GO:1901203]",1,1,1,1,1,1,1,1,1,1
"regulation of adrenergic receptor signaling pathway involved in heart process [GO:1901204]",1,1,1,1,1,1,1,1,1,1
"negative regulation of adrenergic receptor signaling pathway involved in heart process [GO:1901205]",1,1,1,1,1,1,1,1,1,1
"positive regulation of adrenergic receptor signaling pathway involved in heart process [GO:1901206]",1,1,1,1,1,1,1,1,1,1
"regulation of heart looping [GO:1901207]",1,1,1,1,1,1,1,1,1,1
"negative regulation of heart looping [GO:1901208]",1,1,1,1,1,1,1,1,1,1
"positive regulation of heart looping [GO:1901209]",1,1,1,1,1,1,1,1,1,1
"regulation of cardiac chamber formation [GO:1901210]",1,1,1,1,1,1,1,1,1,1
"negative regulation of cardiac chamber formation [GO:1901211]",1,1,1,1,1,1,1,1,1,1
"positive regulation of cardiac chamber formation [GO:1901212]",1,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter involved in heart development [GO:1901213]",1,1,1,0.132478352508648,1,1,1,1,0.0223240320595425,1
"regulation of neuron death [GO:1901214]",0.904377930016574,0.383686408823883,0.534231708247765,0.413275685889367,0.582269476519227,1,1,0.142258725720648,0.20841687915848,1
"negative regulation of neuron death [GO:1901215]",0.599078372375434,0.582247573284264,1,0.702457712441462,0.299706832792826,1,1,1,0.139876676759691,1
"positive regulation of neuron death [GO:1901216]",0.87100336006633,0.195874710426353,1,0.726343177701654,1,1,1,0.102796551030731,1,1
"regulation of holin activity [GO:1901217]",1,1,1,1,1,1,1,1,1,1
"negative regulation of holin activity [GO:1901218]",1,1,1,1,1,1,1,1,1,1
"regulation of cardiac chamber morphogenesis [GO:1901219]",1,1,1,1,1,1,1,1,1,1
"negative regulation of cardiac chamber morphogenesis [GO:1901220]",1,1,1,1,1,1,1,1,1,1
"positive regulation of cardiac chamber morphogenesis [GO:1901221]",1,1,1,1,1,1,1,1,1,1
"regulation of NIK/NF-kappaB cascade [GO:1901222]",0.761443147362903,1,1,0.645351398218014,0.331925722052428,1,1,1,1,1
"negative regulation of NIK/NF-kappaB cascade [GO:1901223]",1,1,1,1,1,1,1,1,1,1
"positive regulation of NIK/NF-kappaB cascade [GO:1901224]",1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase II promoter involved in heart development [GO:1901225]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter involved in heart development [GO:1901226]",1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase II promoter involved in heart development [GO:1901227]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter involved in heart development [GO:1901228]",1,1,1,0.228253845159623,1,1,1,1,1,1
"regulation of non-canonical Wnt receptor signaling pathway via JNK cascade [GO:1901229]",1,1,1,1,1,1,1,1,1,1
"negative regulation of non-canonical Wnt receptor signaling pathway via JNK cascade [GO:1901230]",1,1,1,1,1,1,1,1,1,1
"positive regulation of non-canonical Wnt receptor signaling pathway via JNK cascade [GO:1901231]",1,1,1,1,1,1,1,1,1,1
"regulation of convergent extension involved in axis elongation [GO:1901232]",1,1,1,1,1,1,1,1,1,1
"negative regulation of convergent extension involved in axis elongation [GO:1901233]",1,1,1,1,1,1,1,1,1,1
"positive regulation of convergent extension involved in axis elongation [GO:1901234]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter involved in defense response to fungus [GO:1901244]",1,1,1,1,1,1,1,1,1,1
"positive regulation of toll-like receptor 9 signaling pathway by B cell receptor internalization [GO:1901245]",1,1,1,1,1,1,1,1,1,1
"regulation of lung ciliated cell differentiation [GO:1901246]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of lung ciliated cell differentiation [GO:1901247]",1,1,1,1,1,1,1,1,1,1
"positive regulation of lung ciliated cell differentiation [GO:1901248]",0.552151996898022,1,1,1,1,1,1,1,1,1
"regulation of lung goblet cell differentiation [GO:1901249]",1,1,1,1,1,1,1,1,1,1
"negative regulation of lung goblet cell differentiation [GO:1901250]",1,1,1,1,1,1,1,1,1,1
"positive regulation of lung goblet cell differentiation [GO:1901251]",1,1,1,1,1,1,1,1,1,1
"regulation of egress of virus within host cell [GO:1901252]",1,1,1,1,1,1,1,1,1,1
"negative regulation of egress of virus within host cell [GO:1901253]",1,1,1,1,1,1,1,1,1,1
"positive regulation of egress of virus within host cell [GO:1901254]",1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair involved in interstrand cross-link repair [GO:1901255]",1,1,1,1,1,1,1,1,1,1
"regulation of macrophage colony-stimulating factor production [GO:1901256]",1,1,1,1,0.0959028047046659,1,1,1,1,1
"negative regulation of macrophage colony-stimulating factor production [GO:1901257]",1,1,1,1,1,1,1,1,1,1
"positive regulation of macrophage colony-stimulating factor production [GO:1901258]",1,1,1,1,0.0959028047046659,1,1,1,1,1
"chloroplast rRNA processing [GO:1901259]",1,1,1,1,1,1,1,1,1,1
"peptidyl-lysine hydroxylation involved in bacterial-type EF-P lysine modification [GO:1901260]",1,1,1,1,1,1,1,1,1,1
"regulation of sorocarp spore cell differentiation [GO:1901261]",1,1,1,1,1,1,1,1,1,1
"negative regulation of sorocarp spore cell differentiation [GO:1901262]",1,1,1,1,1,1,1,1,1,1
"positive regulation of sorocarp spore cell differentiation [GO:1901263]",1,1,1,1,1,1,1,1,1,1
"carbohydrate derivative transport [GO:1901264]",0.626562795822874,0.32463642616676,1,0.33854394820714,1,1,1,1,1,1
"cephalosporin C metabolic process [GO:1901266]",1,1,1,1,1,1,1,1,1,1
"cephalosporin C catabolic process [GO:1901267]",1,1,1,1,1,1,1,1,1,1
"cephalosporin C biosynthetic process [GO:1901268]",1,1,1,1,1,1,1,1,1,1
"lipooligosaccharide metabolic process [GO:1901269]",1,1,1,1,1,1,1,1,1,1
"lipooligosaccharide catabolic process [GO:1901270]",1,1,1,1,1,1,1,1,1,1
"lipooligosaccharide biosynthetic process [GO:1901271]",1,1,1,1,1,1,1,1,1,1
"2-dehydro-3-deoxy-D-gluconic acid metabolic process [GO:1901272]",1,1,1,1,1,1,1,1,1,1
"2-dehydro-3-deoxy-D-gluconic acid catabolic process [GO:1901273]",1,1,1,1,1,1,1,1,1,1
"2-dehydro-3-deoxy-D-gluconic acid biosynthetic process [GO:1901274]",1,1,1,1,1,1,1,1,1,1
"tartrate metabolic process [GO:1901275]",1,1,1,1,1,1,1,1,1,1
"tartrate catabolic process [GO:1901276]",1,1,1,1,1,1,1,1,1,1
"tartrate biosynthetic process [GO:1901277]",1,1,1,1,1,1,1,1,1,1
"D-ribose 5-phosphate metabolic process [GO:1901278]",1,1,1,1,1,1,1,1,1,1
"D-ribose 5-phosphate catabolic process [GO:1901279]",1,1,1,1,1,1,1,1,1,1
"D-ribose 5-phosphate biosynthetic process [GO:1901280]",1,1,1,1,1,1,1,1,1,1
"fructoselysine catabolic process [GO:1901281]",1,1,1,1,1,1,1,1,1,1
"fructoselysine biosynthetic process [GO:1901282]",1,1,1,1,1,1,1,1,1,1
"5,6,7,8-tetrahydromethanopterin metabolic process [GO:1901283]",1,1,1,1,1,1,1,1,1,1
"5,6,7,8-tetrahydromethanopterin catabolic process [GO:1901284]",1,1,1,1,1,1,1,1,1,1
"5,6,7,8-tetrahydromethanopterin biosynthetic process [GO:1901285]",1,1,1,1,1,1,1,1,1,1
"iron-sulfur-molybdenum cofactor metabolic process [GO:1901286]",1,1,1,1,1,1,1,1,1,1
"iron-sulfur-molybdenum cofactor catabolic process [GO:1901287]",1,1,1,1,1,1,1,1,1,1
"iron-sulfur-molybdenum cofactor biosynthetic process [GO:1901288]",1,1,1,1,1,1,1,1,1,1
"succinyl-CoA catabolic process [GO:1901289]",1,1,1,1,1,1,1,1,1,1
"succinyl-CoA biosynthetic process [GO:1901290]",1,1,1,1,1,1,1,1,1,1
"negative regulation of double-strand break repair via single-strand annealing [GO:1901291]",1,1,1,1,1,1,1,1,1,1
"nucleoside phosphate catabolic process [GO:1901292]",0.963093145386996,0.615963127602098,0.491996086737519,0.307254375684165,0.120572405250989,0.745227416098223,0.237016418283543,0.624563846971819,0.100563902710054,1
"nucleoside phosphate biosynthetic process [GO:1901293]",0.109398585359201,0.89251339877696,0.352811950005065,0.758420557675469,0.879450120324004,1,1,0.670362217516595,0.319555555032426,1
"negative regulation of SREBP signaling pathway by negative regulation of DNA binding [GO:1901294]",1,1,1,1,1,1,1,1,1,1
"regulation of canonical Wnt receptor signaling pathway involved in cardiac muscle cell fate commitment [GO:1901295]",1,1,1,1,1,1,1,1,1,1
"negative regulation of canonical Wnt receptor signaling pathway involved in cardiac muscle cell fate commitment [GO:1901296]",1,1,1,1,1,1,1,1,1,1
"positive regulation of canonical Wnt receptor signaling pathway involved in cardiac muscle cell fate commitment [GO:1901297]",1,1,1,1,1,1,1,1,1,1
"regulation of hydrogen peroxide-mediated programmed cell death [GO:1901298]",1,1,1,1,1,1,1,1,1,1
"negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299]",1,1,1,1,1,1,1,1,1,1
"positive regulation of hydrogen peroxide-mediated programmed cell death [GO:1901300]",1,1,1,1,1,1,1,1,1,1
"regulation of cargo loading into COPII-coated vesicle [GO:1901301]",1,1,1,0.228253845159623,1,1,1,1,1,1
"negative regulation of cargo loading into COPII-coated vesicle [GO:1901303]",1,1,1,0.228253845159623,1,1,1,1,1,1
"regulation of spermidine biosynthetic process [GO:1901304]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of spermidine biosynthetic process [GO:1901305]",1,1,1,1,1,1,1,1,1,1
"positive regulation of spermidine biosynthetic process [GO:1901307]",0.552151996898022,1,1,1,1,1,1,1,1,1
"regulation of sterol regulatory element binding protein cleavage [GO:1901308]",1,1,1,1,1,1,1,1,1,1
"negative regulation of sterol regulatory element binding protein cleavage [GO:1901309]",1,1,1,1,1,1,1,1,1,1
"positive regulation of sterol regulatory element binding protein cleavage [GO:1901310]",1,1,1,1,1,1,1,1,1,1
"regulation of gene expression involved in extracellular matrix organization [GO:1901311]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of gene expression involved in extracellular matrix organization [GO:1901312]",1,1,1,1,1,1,1,1,1,1
"positive regulation of gene expression involved in extracellular matrix organization [GO:1901313]",0.552151996898022,1,1,1,1,1,1,1,1,1
"regulation of histone H2A K63-linked ubiquitination [GO:1901314]",0.30483986281689,1,1,1,1,1,1,1,1,1
"negative regulation of histone H2A K63-linked ubiquitination [GO:1901315]",0.30483986281689,1,1,1,1,1,1,1,1,1
"positive regulation of histone H2A K63-linked ubiquitination [GO:1901316]",1,1,1,1,1,1,1,1,1,1
"regulation of sperm motility [GO:1901317]",1,1,1,1,1,1,1,1,1,1
"negative regulation of sperm motility [GO:1901318]",1,1,1,1,1,1,1,1,1,1
"positive regulation of trehalose catabolic process [GO:1901319]",1,1,1,1,1,1,1,1,1,1
"negative regulation of heart induction [GO:1901320]",0.799464130979156,0.083490450472414,1,1,1,1,1,1,1,1
"positive regulation of heart induction [GO:1901321]",1,1,1,1,1,1,1,1,1,1
"response to chloramphenicol [GO:1901322]",1,1,1,1,1,1,1,1,1,1
"response to erythromycin [GO:1901323]",1,1,1,1,1,1,1,1,1,1
"response to trichodermin [GO:1901324]",1,1,1,1,1,1,1,1,1,1
"response to antimycin A [GO:1901325]",1,1,1,1,1,1,1,1,1,1
"response to tetracycline [GO:1901326]",1,1,1,1,1,1,1,1,1,1
"response to tacrolimus [GO:1901327]",1,1,1,1,1,1,1,1,1,1
"response to cytochalasin B [GO:1901328]",1,1,1,1,1,1,1,1,1,1
"regulation of odontoblast differentiation [GO:1901329]",1,1,1,1,1,1,1,1,1,1
"negative regulation of odontoblast differentiation [GO:1901330]",1,1,1,1,1,1,1,1,1,1
"positive regulation of odontoblast differentiation [GO:1901331]",1,1,1,1,1,1,1,1,1,1
"negative regulation of lateral root development [GO:1901332]",1,1,1,1,1,1,1,1,1,1
"positive regulation of lateral root development [GO:1901333]",1,1,1,1,1,1,1,1,1,1
"lactone metabolic process [GO:1901334]",1,1,1,1,1,1,1,1,1,1
"lactone catabolic process [GO:1901335]",1,1,1,1,1,1,1,1,1,1
"lactone biosynthetic process [GO:1901336]",1,1,1,1,1,1,1,1,1,1
"thioester transport [GO:1901337]",1,1,1,1,1,1,1,1,1,1
"regulation of store-operated calcium channel activity [GO:1901339]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"negative regulation of store-operated calcium channel activity [GO:1901340]",1,1,1,1,1,1,1,1,1,1
"positive regulation of store-operated calcium channel activity [GO:1901341]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"regulation of vasculature development [GO:1901342]",0.247572651436353,0.801431779186505,1,0.632711190796266,0.479921231894896,1,1,1,0.243509709049751,1
"negative regulation of vasculature development [GO:1901343]",1,1,1,1,1,1,1,1,1,1
"response to leptomycin B [GO:1901344]",1,1,1,1,1,1,1,1,1,1
"response to L-thialysine [GO:1901345]",1,1,1,1,1,1,1,1,1,1
"negative regulation of vasculature development involved in avascular cornea development in camera-type eye [GO:1901346]",1,1,1,1,1,1,1,1,1,1
"negative regulation of secondary cell wall biogenesis [GO:1901347]",1,1,1,1,1,1,1,1,1,1
"positive regulation of secondary cell wall biogenesis [GO:1901348]",1,1,1,1,1,1,1,1,1,1
"glucosinolate transport [GO:1901349]",1,1,1,1,1,1,1,1,1,1
"cell-cell signaling involved in cell-cell junction organization [GO:1901350]",1,1,1,1,1,1,1,1,1,1
"regulation of phosphatidylglycerol biosynthetic process [GO:1901351]",1,1,1,1,1,1,1,1,1,1
