"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"regulation of receptor binding [GO:1900120]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of receptor binding [GO:1900121]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of receptor binding [GO:1900122]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nodal receptor complex assembly [GO:1900123]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nodal receptor complex assembly [GO:1900124]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hyaluronan biosynthetic process [GO:1900125]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of hyaluronan biosynthetic process [GO:1900126]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hyaluronan biosynthetic process [GO:1900127]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of G-protein activated inward rectifier potassium channel activity [GO:1900128]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of G-protein activated inward rectifier potassium channel activity [GO:1900129]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of lipid binding [GO:1900130]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of lipid binding [GO:1900131]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of lipid binding [GO:1900132]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of renin secretion into blood stream [GO:1900133]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of renin secretion into blood stream [GO:1900134]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of renin secretion into blood stream [GO:1900135]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of chemokine activity [GO:1900136]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of chemokine activity [GO:1900137]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phospholipase A2 activity [GO:1900138]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of arachidonic acid secretion [GO:1900139]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of seedling development [GO:1900140]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of oligodendrocyte apoptotic process [GO:1900141]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of oligodendrocyte apoptotic process [GO:1900142]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of oligodendrocyte apoptotic process [GO:1900143]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of BMP secretion [GO:1900144]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nodal signaling pathway involved in determination of left/right asymmetry [GO:1900145]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nodal signaling pathway involved in determination of left/right asymmetry [GO:1900146]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Schwann cell migration [GO:1900147]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Schwann cell migration [GO:1900148]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of Schwann cell migration [GO:1900149]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of defense response to fungus [GO:1900150]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900151]",0.173448199342314,1,1,1,1,1,1,1,1,1,1,1,0.251804272951806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]",0.0569277588181366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of bone trabecula formation [GO:1900154]",1,1,1,1,1,1,1,1,1,1,1,1,0.0563525914437122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of bone trabecula formation [GO:1900155]",1,1,1,1,1,1,1,1,1,1,1,1,0.0563525914437122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of bone trabecula formation [GO:1900156]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of bone mineralization involved in bone maturation [GO:1900157]",1,1,1,1,1,1,1,1,1,1,1,1,0.0563525914437122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of bone mineralization involved in bone maturation [GO:1900158]",1,1,1,1,1,1,1,1,1,1,1,1,0.0563525914437122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of bone mineralization involved in bone maturation [GO:1900159]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"plastid DNA packaging [GO:1900160]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of phospholipid scramblase activity [GO:1900161]",1,1,1,1,1,1,0.107276722243764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phospholipid scramblase activity [GO:1900162]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of phospholipid scramblase activity [GO:1900163]",1,1,1,1,1,1,0.107276722243764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900164]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of interleukin-6 secretion [GO:1900165]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glial cell line-derived neurotrophic factor secretion [GO:1900166]",1,1,1,1,1,0.0200336047563655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of glial cell line-derived neurotrophic factor secretion [GO:1900167]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of glial cell line-derived neurotrophic factor secretion [GO:1900168]",1,1,1,1,1,0.0200336047563655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glucocorticoid mediated signaling pathway [GO:1900169]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of glucocorticoid mediated signaling pathway [GO:1900170]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of glucocorticoid mediated signaling pathway [GO:1900171]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of flagellum movement [GO:1900172]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of flagellum movement [GO:1900173]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of flagellum movement [GO:1900174]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900175]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900176]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of aflatoxin biosynthetic process [GO:1900177]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of aflatoxin biosynthetic process [GO:1900178]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of aflatoxin biosynthetic process [GO:1900179]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of protein localization to nucleus [GO:1900180]",0.26739389359852,1,0.479613702666544,0.55498061983945,0.690950808839223,1,0.989446561528746,1,1,1,0.468533938001696,1,0.393821932120444,0.476865062511607,0.121716863597071,1,1,0.662955374662012,0.103262531981188,0.174885867368937,1,0.148705990151593,1,1,1,1,0.0748701848967763,1,1,1
"negative regulation of protein localization to nucleus [GO:1900181]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of protein localization to nucleus [GO:1900182]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of xanthone-containing compound biosynthetic process [GO:1900183]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of xanthone-containing compound biosynthetic process [GO:1900184]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of xanthone-containing compound biosynthetic process [GO:1900185]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of clathrin-mediated endocytosis [GO:1900186]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell adhesion involved in single-species biofilm formation [GO:1900187]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cell adhesion involved in single-species biofilm formation [GO:1900188]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cell adhesion involved in single-species biofilm formation [GO:1900189]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of single-species biofilm formation [GO:1900190]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of single-species biofilm formation [GO:1900191]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of single-species biofilm formation [GO:1900192]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of oocyte maturation [GO:1900193]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of oocyte maturation [GO:1900194]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of oocyte maturation [GO:1900195]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of penicillin biosynthetic process [GO:1900196]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of penicillin biosynthetic process [GO:1900197]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of penicillin biosynthetic process [GO:1900198]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of protein export from nucleus during meiotic anaphase II [GO:1900199]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mesenchymal cell apoptotic process involved in metanephros development [GO:1900200]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of spread of virus in host, cell to cell [GO:1900201]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of spread of virus in host, cell to cell [GO:1900202]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of spread of virus in host, cell to cell [GO:1900203]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"apoptotic process involved in metanephric collecting duct development [GO:1900204]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"apoptotic process involved in metanephric nephron tubule development [GO:1900205]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pronephric nephron tubule development [GO:1900206]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pronephric nephron tubule development [GO:1900207]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cardiolipin metabolic process [GO:1900208]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cardiolipin metabolic process [GO:1900209]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cardiolipin metabolic process [GO:1900210]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mesenchymal cell apoptotic process involved in metanephros development [GO:1900211]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mesenchymal cell apoptotic process involved in metanephros development [GO:1900212]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mesenchymal cell apoptotic process involved in metanephros development [GO:1900213]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of apoptotic process involved in metanephric collecting duct development [GO:1900214]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of apoptotic process involved in metanephric collecting duct development [GO:1900215]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of apoptotic process involved in metanephric collecting duct development [GO:1900216]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of apoptotic process involved in metanephric nephron tubule development [GO:1900217]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of apoptotic process involved in metanephric nephron tubule development [GO:1900218]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of apoptotic process involved in metanephric nephron tubule development [GO:1900219]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis [GO:1900220]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of beta-amyloid clearance [GO:1900221]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of beta-amyloid clearance [GO:1900222]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of beta-amyloid clearance [GO:1900223]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900224]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of NLRP3 inflammasome complex assembly [GO:1900225]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of single-species biofilm formation in or on host organism [GO:1900228]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of single-species biofilm formation in or on host organism [GO:1900229]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of single-species biofilm formation in or on host organism [GO:1900230]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of single-species biofilm formation on inanimate substrate [GO:1900231]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of single-species biofilm formation on inanimate substrate [GO:1900232]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of single-species biofilm formation on inanimate substrate [GO:1900233]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Kit signaling pathway [GO:1900234]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Kit signaling pathway [GO:1900235]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of Kit signaling pathway [GO:1900236]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of induction of conjugation with cellular fusion [GO:1900237]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway [GO:1900238]",0.238659998644689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of phenotypic switching [GO:1900239]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phenotypic switching [GO:1900240]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of phenotypic switching [GO:1900241]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of synaptic vesicle endocytosis [GO:1900242]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of synaptic vesicle endocytosis [GO:1900243]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of synaptic vesicle endocytosis [GO:1900244]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of MDA-5 signaling pathway [GO:1900245]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of RIG-I signaling pathway [GO:1900246]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cytoplasmic translational elongation [GO:1900247]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cytoplasmic translational elongation [GO:1900248]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cytoplasmic translational elongation [GO:1900249]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of beta1-adrenergic receptor activity [GO:1900256]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of beta1-adrenergic receptor activity [GO:1900257]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of beta1-adrenergic receptor activity [GO:1900258]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of RNA-directed RNA polymerase activity [GO:1900259]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of RNA-directed RNA polymerase activity [GO:1900260]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of RNA-directed RNA polymerase activity [GO:1900261]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of DNA-directed DNA polymerase activity [GO:1900262]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of DNA-directed DNA polymerase activity [GO:1900263]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of DNA-directed DNA polymerase activity [GO:1900264]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of substance P receptor binding [GO:1900265]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of substance P receptor binding [GO:1900266]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of substance P receptor binding [GO:1900267]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of reverse transcription [GO:1900268]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of reverse transcription [GO:1900269]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of reverse transcription [GO:1900270]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of long-term synaptic potentiation [GO:1900271]",1,1,1,1,0.0588083236396537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of long-term synaptic potentiation [GO:1900272]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of long-term synaptic potentiation [GO:1900273]",1,1,1,1,0.0588083236396537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of phospholipase C activity [GO:1900274]",0.714452219554093,1,1,0.774767802061227,0.702905910674981,0.333185146380039,0.159963837379452,1,1,1,1,1,0.0994913962494284,1,1,1,1,1,1,1,1,1,1,0.121753968584913,1,1,1,1,1,1
"negative regulation of phospholipase C activity [GO:1900275]",1,1,1,1,1,1,1,1,1,1,1,1,0.0563525914437122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of proteinase activated receptor activity [GO:1900276]",1,1,1,1,1,1,1,1,1,1,1,1,0.0563525914437122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of proteinase activated receptor activity [GO:1900277]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
